# Rényi α=0.2 (n=-0.8) RS entropy density for the sign channel under q₀=0 ansatz
# See §4.3 of notes/notes_hiddenmanifold.typ (eq:sign-renyi-main)
gamma,q1,q1hat,Phi_n,S_prior,s_out,s_prior,s
0.05,0.03168153558675621,0.03356890668990588,0.5528607602646913,4.172587615623724e-5,0.6910759503308641,0.0010431469039059308,0.69211909723477
0.1,0.06305298176987445,0.07087111654511899,0.5511295850848005,0.00017188110292847003,0.6889119813560005,0.002148513786605875,0.6910604951426064
0.15,0.09409718226832953,0.11232688071442512,0.5493203320041281,0.0003983714036852812,0.6866504150051601,0.0033197616973773434,0.6899701767025375
0.2,0.1247964989157481,0.15840624294631395,0.5474289302915114,0.0007297177171772598,0.6842861628643893,0.004560735732357873,0.6888468985967471
0.25,0.15513284658339677,0.20963506219772737,0.5454511238259369,0.0011750933072099679,0.681813904782421,0.005875466536049839,0.6876893713184709
0.3,0.18508772899180043,0.2666017223358639,0.543382471591277,0.0017443606949728852,0.6792280894890962,0.007268169562387022,0.6864962590514833
0.35,0.21464227593232924,0.32996458558452124,0.5412183507615798,0.0024481076231468307,0.6765229384519746,0.008743241511238682,0.6852661799632134
0.4,0.2437772820676226,0.40046024186809526,0.5389539630363975,0.003297681027199212,0.6736924537954969,0.010305253209997535,0.6839977070054944
0.45,0.27247324789174654,0.4789125990391364,0.5365843449766123,0.004305217719258375,0.6707304312207654,0.011958938109051041,0.6826893693298164
0.5,0.30071042403186155,0.5662428480082144,0.5341043831639379,0.005483670193012269,0.6676304789549223,0.013709175482530672,0.681339654437453
0.55,0.32846885988797564,0.6634803181226772,0.5315088351378546,0.0068468256015831175,0.6643860439223183,0.015560967276325265,0.6799470111986435
0.6,0.35572845799733116,0.7717742129905998,0.5287923571478595,0.008409315577752569,0.6609904464348244,0.017519407453651187,0.6785098538884756
0.65,0.3824690360268691,0.8924061837201707,0.5259495398045915,0.010186614174684305,0.6574369247557393,0.019589642643623662,0.677026567399363
0.7,0.40867039783772885,1.0268036488451586,0.5229749528228237,0.01219502075197157,0.6537186910285295,0.021776822771377803,0.6754955137999074
