# Rényi α=20.0 (n=19.0) RS entropy density for the noiseless sign channel (q₀=0 ansatz)
# See §4.3 of notes/notes_hiddenmanifold.typ (eq:sign-renyi-main)
gamma,q1,q1hat,Phi_n,S_prior,s_out,s_prior,s
0.05,0.027735461533941817,0.018681828136022025,-10.614062641191417,-0.05556592599954013,0.5586348758521799,0.05849044842056856,0.6171253242727485
0.1,0.050430637099003264,0.027121560938791513,-9.244044197759548,-0.1555853713401662,0.48652864198734463,0.0818870375474559,0.5684156795348005
0.15,0.07021245159076052,0.03235361036672724,-8.335870894929789,-0.26779243102264705,0.4387300471015678,0.0939622564991744,0.5326923036007423
0.2,0.08799309367243255,0.036110652228412365,-7.669578785005075,-0.38363423143273256,0.40366204131605654,0.10095637669282435,0.5046184180088809
0.25,0.10427323675252445,0.03904877640254119,-7.150326673791051,-0.49997718422333415,0.37633298283110794,0.1052583545733335,0.48159133740444143
0.3,0.11936615423091795,0.04147720707085746,-6.729034693380219,-0.615494340425479,0.3541597207042221,0.10798146323254018,0.4621411839367623
0.35,0.13348478872415948,0.043562963721151135,-6.377211926332866,-0.7295904383019882,0.3356427329648877,0.10971284786496065,0.4453555808298484
0.4,0.14678244987976405,0.04540514252928156,-6.076946681349912,-0.8420034117162873,0.3198392990184164,0.11078992259424833,0.4306292216126647
0.45,0.15937429184951013,0.04706673929465516,-5.816295753073125,-0.9526345174809442,0.3061208291091118,0.11141924181063674,0.41754007091974854
0.5,0.17134967391185985,0.04858997841628201,-5.586926365281109,-1.0614686135335,0.2940487560674268,0.11173353826668422,0.40578229433411106
0.55,0.18277975538626628,0.05000437520230763,-5.3828113578400245,-1.168534088858058,0.28330586093894866,0.111821443909862,0.39512730484881065
0.6,0.19372240684483155,0.051331277321490745,-5.1994612635554756,-1.2738816959832828,0.27365585597660397,0.1117440084195862,0.3853998643961902
0.65,0.2042255202615918,0.052586568145269325,-5.033449317923124,-1.3775729787012403,0.26491838515384863,0.1115443707450397,0.37646275589888833
0.7,0.21432931746923875,0.05378235071291235,-4.8821053652982975,-1.4796738102723745,0.2569529139630683,0.11125366994529133,0.36820658390835964
0.75,0.22406800575750205,0.054928037297747326,-4.743311713895219,-1.5802507467390292,0.2496479849418536,0.11089478924484415,0.3605427741866978
0.8,0.2334709958487408,0.05603107773943702,-4.615362912977405,-1.6793689958374012,0.24291383752512657,0.11048480235772376,0.35339863988285036
0.85,0.2425638155043871,0.057097459935272196,-4.496866989369941,-1.7770913096889704,0.23667720996683903,0.11003661360303224,0.34671382356987124
0.9,0.25136880842348985,0.05813206232838364,-4.386674320243509,-1.8734774315012375,0.23087759580228995,0.10956008371352265,0.3404376795158126
0.95,0.25990567722984304,0.05913890749129015,-4.283825409564205,-1.9685838671747689,0.2254644952402213,0.10906281812602597,0.3345273133662473
1.0,0.26819191137619397,0.06012134804337133,-4.187511878302864,-2.062463848505252,0.2203953620159402,0.10855072886869747,0.32894609088463767
1.1,0.284073350309355,0.062023874051396366,-4.01184231660317,-2.2467415043609713,0.21114959561069316,0.1074995935100943,0.31864918912078743
1.2,0.29912022388285764,0.06385755936119294,-3.855253460106112,-2.4266748847827553,0.2029080768476901,0.10643310898169979,0.3093411858293899
1.3,0.3134204023479057,0.06563568294726538,-3.7144295127381044,-2.6025850532514134,0.19549629014411077,0.10536781592110986,0.3008641060652206
1.4,0.32704713721512235,0.06736834143114237,-3.586821068920973,-2.774755370424887,0.18878005625899857,0.10431411167010854,0.29309416792910714
1.5,0.3400623241082737,0.06906338148467113,-3.470429544840481,-2.9434367814606857,0.18265418657055163,0.10327848356002406,0.28593267013057566
1.6,0.35251887419914507,0.0707270155709808,-3.3636617521230687,-3.1088524403900113,0.1770348290591089,0.10226488290756615,0.279299711966675
1.7,0.36446247668430287,0.07236424331280297,-3.2652290526916814,-3.271201650336,0.17185416066798323,0.10127559288965945,0.2731297535576427
1.8,0.3759329347361877,0.07397914454455216,-3.174075734876311,-3.430663188078542,0.16705661762506901,0.10031178912510356,0.2673684067501726
1.9,0.3869651955781227,0.07557509081420724,-3.089327067889322,-3.5873980981783995,0.16259616146785905,0.09937390853679777,0.26197007000465683
2.0,0.3975901568119342,0.07715489895195893,-3.010250925002135,-3.7415520415645718,0.1584342592106387,0.09846189583064663,0.2568961550412853
2.1,0.40783530614445374,0.07872094647300999,-2.936228960697142,-3.8932572739625426,0.15453836635248117,0.09757537027475044,0.2521137366272316
2.2,0.4177252350767975,0.08027525688347079,-2.866734641864702,-4.042634317974688,0.150880770624458,0.09671373966446621,0.2475945102889242
2.3,0.4272820558881627,0.08181956686306874,-2.801316279202261,-4.189793381890515,0.14743769890538214,0.09587627876179668,0.24331397766717883
2.4,0.4365257434564048,0.08335537762775247,-2.7395837620786274,-4.334835568680861,0.14418861905676986,0.09506218352370308,0.23925080258047293
2.5,0.4454744179801552,0.08488399545472178,-2.6811980743308843,-4.477853910751507,0.14111568812267813,0.09427060864740014,0.23538629677007827
2.6,0.45414458073370534,0.08640656388041798,-2.6258629246144225,-4.618934259402684,0.1382033118218117,0.09350069351017579,0.23170400533198748
2.7,0.4625513121360406,0.08792408953662396,-2.573318003121313,-4.758156052715498,0.13543778963796385,0.09275157997496097,0.22818936961292483
2.8,0.4707084393081382,0.08943746280775797,-2.523333502454998,-4.895592981246791,0.1328070264449999,0.09202242445952616,0.22482945090452605
