# Rényi α=0.1 (n=-0.9) RS entropy density for the sign channel under q₀=0 ansatz
# See §4.3 of notes/notes_hiddenmanifold.typ (eq:sign-renyi-main)
gamma,q1,q1hat,Phi_n,S_prior,s_out,s_prior,s
0.05,0.031709685735642375,0.03371016308431711,0.6228976201480796,2.3564392663297934e-5,0.6921084668311995,0.0005236531702955096,0.692632120001495
0.1,0.06316745213598163,0.07149092982159928,0.6219148329298974,9.747977536015556e-5,0.6910164810332192,0.0010831086151128395,0.6920995896483321
0.15,0.09435896069810173,0.11385954534797506,0.6208808546782675,0.00022694745541385758,0.689867616309186,0.001681092262324871,0.6915487085715109
0.2,0.125269392612666,0.16140647267532882,0.6197921757546218,0.0004177018701780402,0.6886579730606909,0.0023205659454335567,0.6909785390061244
0.25,0.1558834610852367,0.21480690406738745,0.6186449985716079,0.0006760687978736579,0.687383331746231,0.003004750212771813,0.6903880819590028
0.3,0.18618542113816616,0.2748342502341739,0.617435210886142,0.001009030301195743,0.6860391232068244,0.003737149263687937,0.6897762724705123
0.35,0.2161590759702137,0.34237596684625926,0.6161583567851555,0.0014242970978762676,0.6846203964279506,0.004521578088496087,0.6891419745164467
0.4,0.24578777950606867,0.418452144568432,0.6148096053066685,0.0019303890717019268,0.683121783674076,0.005362191865838685,0.6884839755399147
0.45,0.27505443462617907,0.5042373654399341,0.6133837167085189,0.002536724627780068,0.6815374630094654,0.006263517599456958,0.6878009806089224
0.5,0.3039414871663516,0.6010864189733626,0.6118750064623586,0.0032537195605504,0.6798611182915095,0.007230487912334222,0.6870916062038438
0.55,0.3324309153072474,0.7105645721920126,0.6102773072004826,0.0040928959968996315,0.6780858968894251,0.008268476761413396,0.6863543736508385
0.6,0.3605042147626103,0.8344832049312632,0.6085839289849766,0.00506700181516978,0.6762043655388629,0.009383336694758852,0.6855877022336218
0.65,0.38814238005317847,0.9749417486038265,0.606787618515072,0.006190140657439669,0.6742084650167467,0.01058143702126439,0.684789902038011
0.7,0.41532588246227553,1.134377003339718,0.6048805182001369,0.007477912226010436,0.6720894646668187,0.01186970194604831,0.683959166612867
