experiment,repeat,training_objective,D,gamma,N,alpha,M_train,num_steps,fast_debug,final_run,macbook_30min_run,run_mode,t_val,train_loss_t,train_acc_t,test_loss_t,test_acc_t
B,0,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.5,0.546763122549057,0.7210372539520266,0.5623116433620453,0.7107178628444671
B,0,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.7,0.6030619059467316,0.6739714348411558,0.6126548027992249,0.6664915442466736
B,0,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.9,0.6624123238563537,0.6020989748954774,0.6657069146633148,0.5977378153800964
B,1,repo_uniform_t,40,2.0,80,0.5,20,1500,False,True,False,full_final,0.1,0.005788506204262376,0.9998936164379121,1.3959997248649598,0.6133722925186157
B,1,repo_uniform_t,40,2.0,80,0.5,20,1500,False,True,False,full_final,0.3,0.03454075701534748,0.9931897962093353,1.2684944438934327,0.6042185258865357
B,1,repo_uniform_t,40,2.0,80,0.5,20,1500,False,True,False,full_final,0.5,0.10616412118077279,0.9652224838733673,1.13930269241333,0.5905612289905549
B,1,repo_uniform_t,40,2.0,80,0.5,20,1500,False,True,False,full_final,0.7,0.257224802672863,0.8933303678035734,0.9890161681175232,0.5740366077423096
B,1,repo_uniform_t,40,2.0,80,0.5,20,1500,False,True,False,full_final,0.9,0.514562981724739,0.7410143864154816,0.8109548890590668,0.5439125764369964
B,1,repo_uniform_t,40,2.0,80,1.0,40,1500,False,True,False,full_final,0.1,0.04427630938589573,0.9924025273323058,1.0684547877311708,0.6582605421543122
B,1,repo_uniform_t,40,2.0,80,1.0,40,1500,False,True,False,full_final,0.3,0.1257707443833351,0.9564490902423859,1.0130838704109193,0.6430138087272644
B,1,repo_uniform_t,40,2.0,80,1.0,40,1500,False,True,False,full_final,0.5,0.24529135942459107,0.8971186101436615,0.9524519526958466,0.6245819556713105
B,1,repo_uniform_t,40,2.0,80,1.0,40,1500,False,True,False,full_final,0.7,0.40340175092220304,0.8122752654552461,0.8760140991210937,0.599611656665802
B,1,repo_uniform_t,40,2.0,80,1.0,40,1500,False,True,False,full_final,0.9,0.5920747029781341,0.6804142463207244,0.7713012063503265,0.5584543430805207
B,1,repo_uniform_t,40,2.0,80,2.0,80,1500,False,True,False,full_final,0.1,0.14798012286424636,0.9507459366321565,0.802038848400116,0.6915371215343475
B,1,repo_uniform_t,40,2.0,80,2.0,80,1500,False,True,False,full_final,0.3,0.25437418222427366,0.8919882166385651,0.7996011018753052,0.6715668320655823
B,1,repo_uniform_t,40,2.0,80,2.0,80,1500,False,True,False,full_final,0.5,0.3724387723207474,0.8294867384433747,0.7904384827613831,0.6473207986354828
B,1,repo_uniform_t,40,2.0,80,2.0,80,1500,False,True,False,full_final,0.7,0.5022530752420425,0.7535654509067535,0.7705797243118286,0.6160507655143738
B,1,repo_uniform_t,40,2.0,80,2.0,80,1500,False,True,False,full_final,0.9,0.6329493355751038,0.643144428730011,0.7295751357078553,0.5675515329837799
B,1,repo_uniform_t,40,2.0,80,5.0,200,1500,False,True,False,full_final,0.1,0.3032816880941391,0.8685468161106109,0.572676134109497,0.736693012714386
B,1,repo_uniform_t,40,2.0,80,5.0,200,1500,False,True,False,full_final,0.3,0.38406671702861783,0.8224057817459106,0.6043980920314789,0.7122301578521728
B,1,repo_uniform_t,40,2.0,80,5.0,200,1500,False,True,False,full_final,0.5,0.4740445536375046,0.7704610645771026,0.6358231937885285,0.6813051354885101
B,1,repo_uniform_t,40,2.0,80,5.0,200,1500,False,True,False,full_final,0.7,0.5611798226833343,0.7084475409984589,0.6642871987819672,0.6426156187057495
B,1,repo_uniform_t,40,2.0,80,5.0,200,1500,False,True,False,full_final,0.9,0.6508667886257171,0.619102600812912,0.6870434701442718,0.5826223754882812
B,1,repo_uniform_t,40,2.0,80,10.0,400,1500,False,True,False,full_final,0.1,0.3648423743247986,0.8330656063556671,0.4972004419565201,0.7610626721382141
B,1,repo_uniform_t,40,2.0,80,10.0,400,1500,False,True,False,full_final,0.3,0.4349972414970398,0.7927802908420563,0.5427663516998291,0.7319830644130707
B,1,repo_uniform_t,40,2.0,80,10.0,400,1500,False,True,False,full_final,0.5,0.506232681274414,0.7475012624263764,0.5872772037982941,0.6983365583419799
B,1,repo_uniform_t,40,2.0,80,10.0,400,1500,False,True,False,full_final,0.7,0.5800596451759339,0.6925786888599396,0.6312134575843811,0.6552208709716797
B,1,repo_uniform_t,40,2.0,80,10.0,400,1500,False,True,False,full_final,0.9,0.6556549465656281,0.6108225238323212,0.6732274258136749,0.5904870545864105
B,1,repo_uniform_t,40,2.0,80,20.0,800,1500,False,True,False,full_final,0.1,0.3954365265369415,0.8148490214347839,0.46556190311908724,0.7739198875427246
B,1,repo_uniform_t,40,2.0,80,20.0,800,1500,False,True,False,full_final,0.3,0.45763332724571226,0.7786435127258301,0.513768948316574,0.7440599656105041
B,1,repo_uniform_t,40,2.0,80,20.0,800,1500,False,True,False,full_final,0.5,0.5207753276824951,0.7376340758800507,0.5646076142787934,0.7087702941894531
B,1,repo_uniform_t,40,2.0,80,20.0,800,1500,False,True,False,full_final,0.7,0.5874200224876404,0.6854662585258484,0.6138495182991028,0.6642723703384399
B,1,repo_uniform_t,40,2.0,80,20.0,800,1500,False,True,False,full_final,0.9,0.657268682718277,0.6069568872451783,0.6665943837165833,0.5955005371570588
B,1,repo_uniform_t,40,2.0,80,50.0,2000,1500,False,True,False,full_final,0.1,0.4154575472402573,0.8031194872570038,0.4479524087905884,0.7827470207214355
B,1,repo_uniform_t,40,2.0,80,50.0,2000,1500,False,True,False,full_final,0.3,0.4733027011013031,0.7685297263717651,0.49886259317398074,0.7518353760242462
B,1,repo_uniform_t,40,2.0,80,50.0,2000,1500,False,True,False,full_final,0.5,0.5310966888523102,0.7296280823326111,0.5508140683174133,0.7152464771270752
B,1,repo_uniform_t,40,2.0,80,50.0,2000,1500,False,True,False,full_final,0.7,0.5931844595909118,0.6798597320842743,0.6050934541225433,0.6692779862880707
B,1,repo_uniform_t,40,2.0,80,50.0,2000,1500,False,True,False,full_final,0.9,0.6585935496520996,0.6047960045337677,0.6632887351512909,0.5984326076507568
C,1,repo_uniform_t,80,1.0,80,1.0,80,1500,False,True,False,full_final,0.1,0.17723243802785874,0.9393529677391053,1.0093515598773957,0.6154068541526795
C,1,repo_uniform_t,80,1.0,80,1.0,80,1500,False,True,False,full_final,0.3,0.2909277790784836,0.8750579953193665,0.9656634151935577,0.6026403450965881
C,1,repo_uniform_t,80,1.0,80,1.0,80,1500,False,True,False,full_final,0.5,0.4080073684453964,0.8097599422931673,0.91327028632164,0.5879097020626068
C,1,repo_uniform_t,80,1.0,80,1.0,80,1500,False,True,False,full_final,0.7,0.5329277217388153,0.7332361912727356,0.8480005180835724,0.5685901367664337
C,1,repo_uniform_t,80,1.0,80,1.0,80,1500,False,True,False,full_final,0.9,0.6455827188491822,0.6310974800586701,0.7566572713851929,0.5395071506500244
C,1,repo_uniform_t,80,1.0,80,2.0,160,1500,False,True,False,full_final,0.1,0.33672334790229796,0.8535543704032896,0.783160400390625,0.6432322657108307
C,1,repo_uniform_t,80,1.0,80,2.0,160,1500,False,True,False,full_final,0.3,0.42055874943733224,0.8020879423618317,0.7812517356872558,0.6264263892173767
C,1,repo_uniform_t,80,1.0,80,2.0,160,1500,False,True,False,full_final,0.5,0.5084112477302551,0.7471657013893127,0.7678257167339325,0.6074055087566376
C,1,repo_uniform_t,80,1.0,80,2.0,160,1500,False,True,False,full_final,0.7,0.5862775146961212,0.6893887686729431,0.7491845762729645,0.582823246717453
C,1,repo_uniform_t,80,1.0,80,2.0,160,1500,False,True,False,full_final,0.9,0.6610421025753022,0.6057720482349396,0.7161996877193451,0.5482366824150086
C,1,repo_uniform_t,80,1.0,80,5.0,400,1500,False,True,False,full_final,0.1,0.45376518785953524,0.7840688908100129,0.6184667801856994,0.6841609096527099
C,1,repo_uniform_t,80,1.0,80,5.0,400,1500,False,True,False,full_final,0.3,0.5079314994812012,0.7477225196361542,0.639975209236145,0.6634909427165985
C,1,repo_uniform_t,80,1.0,80,5.0,400,1500,False,True,False,full_final,0.5,0.5636041975021362,0.7064286541938781,0.6594462931156159,0.6380325031280517
C,1,repo_uniform_t,80,1.0,80,5.0,400,1500,False,True,False,full_final,0.7,0.6166134631633758,0.6585002195835113,0.6757387673854828,0.6068976783752441
C,1,repo_uniform_t,80,1.0,80,5.0,400,1500,False,True,False,full_final,0.9,0.6686346209049225,0.5894954538345337,0.6889230465888977,0.5611848258972167
C,1,repo_uniform_t,80,1.0,80,10.0,800,1500,False,True,False,full_final,0.1,0.5009317374229432,0.7509358322620392,0.5783293056488037,0.6997552990913392
C,1,repo_uniform_t,80,1.0,80,10.0,800,1500,False,True,False,full_final,0.3,0.5438129281997681,0.7205877864360809,0.606222048997879,0.6767018508911132
C,1,repo_uniform_t,80,1.0,80,10.0,800,1500,False,True,False,full_final,0.5,0.5855281376838684,0.6862123334407806,0.6319477605819702,0.6502511763572693
C,1,repo_uniform_t,80,1.0,80,10.0,800,1500,False,True,False,full_final,0.7,0.6297176444530487,0.6439977884292603,0.6570468497276306,0.6165651273727417
C,1,repo_uniform_t,80,1.0,80,10.0,800,1500,False,True,False,full_final,0.9,0.671987978219986,0.5822384440898896,0.6818035447597504,0.5668112516403199
C,1,repo_uniform_t,80,1.0,80,20.0,1600,1500,False,True,False,full_final,0.1,0.524868645477295,0.7336305696964264,0.5624264109134675,0.708340756893158
C,1,repo_uniform_t,80,1.0,80,20.0,1600,1500,False,True,False,full_final,0.3,0.5621970091819763,0.7069258297920227,0.5911231303215027,0.6844626843929291
C,1,repo_uniform_t,80,1.0,80,20.0,1600,1500,False,True,False,full_final,0.5,0.598921039390564,0.6748568274974823,0.6204328835010529,0.6564291751384735
C,1,repo_uniform_t,80,1.0,80,20.0,1600,1500,False,True,False,full_final,0.7,0.6369003874778747,0.6349407341003418,0.6501569485664368,0.6215334343910217
C,1,repo_uniform_t,80,1.0,80,20.0,1600,1500,False,True,False,full_final,0.9,0.6746149899959564,0.5773199704170228,0.6788460946083069,0.5699840402603149
C,1,repo_uniform_t,80,1.0,80,50.0,4000,1500,False,True,False,full_final,0.1,0.5312338189983367,0.7286992577171326,0.5474715030193329,0.7167223179340363
C,1,repo_uniform_t,80,1.0,80,50.0,4000,1500,False,True,False,full_final,0.3,0.5671734550666808,0.7018196613693237,0.57769975066185,0.6919238972663879
C,1,repo_uniform_t,80,1.0,80,50.0,4000,1500,False,True,False,full_final,0.5,0.6027583158111572,0.6705464077568054,0.6113184511661529,0.6628650641441345
C,1,repo_uniform_t,80,1.0,80,50.0,4000,1500,False,True,False,full_final,0.7,0.6389990422058105,0.6321599110889434,0.6440468358993531,0.6265630614757538
C,1,repo_uniform_t,80,1.0,80,50.0,4000,1500,False,True,False,full_final,0.9,0.6749484534263611,0.575756638917923,0.6768021440505981,0.572680606842041
A+B,1,repo_uniform_t,80,2.0,160,0.5,40,3000,False,True,False,full_final,0.1,0.001790322063025087,0.9999076902866364,1.789547052383423,0.6129357028007507
A+B,1,repo_uniform_t,80,2.0,160,0.5,40,3000,False,True,False,full_final,0.3,0.021217708420008422,0.9943247079849243,1.608241617679596,0.6025813722610474
A+B,1,repo_uniform_t,80,2.0,160,0.5,40,3000,False,True,False,full_final,0.5,0.09511595442891121,0.9635891664028169,1.4123701500892638,0.5899328374862671
A+B,1,repo_uniform_t,80,2.0,160,0.5,40,3000,False,True,False,full_final,0.7,0.25266991078853607,0.8928865694999695,1.190772693157196,0.5724538946151734
A+B,1,repo_uniform_t,80,2.0,160,0.5,40,3000,False,True,False,full_final,0.9,0.5158964306116104,0.7452713692188263,0.9053170764446259,0.5436939740180969
A+B+C,1,repo_uniform_t,80,2.0,160,1.0,80,3000,False,True,False,full_final,0.1,0.030853356458246706,0.9948232877254487,1.2546838235855102,0.6468766975402832
A+B+C,1,repo_uniform_t,80,2.0,160,1.0,80,3000,False,True,False,full_final,0.3,0.1105122797191143,0.9591534340381622,1.1756366729736327,0.633683408498764
A+B+C,1,repo_uniform_t,80,2.0,160,1.0,80,3000,False,True,False,full_final,0.5,0.23994535237550735,0.8986368799209593,1.0849198246002196,0.6159993946552277
A+B+C,1,repo_uniform_t,80,2.0,160,1.0,80,3000,False,True,False,full_final,0.7,0.40959045588970183,0.8135881400108339,0.9725250101089478,0.592748349905014
A+B+C,1,repo_uniform_t,80,2.0,160,1.0,80,3000,False,True,False,full_final,0.9,0.6040036761760712,0.6814397025108337,0.8154665124416351,0.5548594760894775
A+B+C,1,repo_uniform_t,80,2.0,160,2.0,160,3000,False,True,False,full_final,0.1,0.13941486537456513,0.952054158449173,0.8487876737117768,0.6920487904548644
A+B+C,1,repo_uniform_t,80,2.0,160,2.0,160,3000,False,True,False,full_final,0.3,0.2510866641998291,0.8932489061355591,0.8427819085121154,0.6723454511165619
A+B+C,1,repo_uniform_t,80,2.0,160,2.0,160,3000,False,True,False,full_final,0.5,0.37611129879951477,0.8287337613105773,0.8288678860664368,0.6480299174785614
A+B+C,1,repo_uniform_t,80,2.0,160,2.0,160,3000,False,True,False,full_final,0.7,0.5112459278106689,0.7514464676380157,0.7999147522449493,0.6169949769973755
A+B+C,1,repo_uniform_t,80,2.0,160,2.0,160,3000,False,True,False,full_final,0.9,0.641048709154129,0.6432473838329316,0.7445027422904968,0.568170714378357
A+B+C,1,repo_uniform_t,80,2.0,160,5.0,400,3000,False,True,False,full_final,0.1,0.30214362204074857,0.869657757282257,0.580410258769989,0.7362683999538422
A+B+C,1,repo_uniform_t,80,2.0,160,5.0,400,3000,False,True,False,full_final,0.3,0.38595061779022216,0.8226950073242187,0.6148999989032745,0.7113977491855621
A+B+C,1,repo_uniform_t,80,2.0,160,5.0,400,3000,False,True,False,full_final,0.5,0.4757877963781357,0.7698458015918732,0.6451229667663574,0.680810557603836
A+B+C,1,repo_uniform_t,80,2.0,160,5.0,400,3000,False,True,False,full_final,0.7,0.5644341671466827,0.7084130990505219,0.6705934286117554,0.6425028049945831
A+B+C,1,repo_uniform_t,80,2.0,160,5.0,400,3000,False,True,False,full_final,0.9,0.6522713541984558,0.6195318245887756,0.6895140254497528,0.5830490672588349
A+B+C,1,repo_uniform_t,80,2.0,160,10.0,800,3000,False,True,False,full_final,0.1,0.37199472427368163,0.8306045019626618,0.5061335653066635,0.7581435358524322
A+B+C,1,repo_uniform_t,80,2.0,160,10.0,800,3000,False,True,False,full_final,0.3,0.43892970323562625,0.7911377561092376,0.5469080376625061,0.7314915072917938
A+B+C,1,repo_uniform_t,80,2.0,160,10.0,800,3000,False,True,False,full_final,0.5,0.5092463397979736,0.7467689085006713,0.5903792572021485,0.6977744853496551
A+B+C,1,repo_uniform_t,80,2.0,160,10.0,800,3000,False,True,False,full_final,0.7,0.5814118695259094,0.6923916685581207,0.632200311422348,0.6559510052204132
A+B+C,1,repo_uniform_t,80,2.0,160,10.0,800,3000,False,True,False,full_final,0.9,0.656066757440567,0.6111774277687073,0.6739459335803986,0.591085330247879
A+B+C,1,repo_uniform_t,80,2.0,160,20.0,1600,3000,False,True,False,full_final,0.1,0.4085645127773285,0.8081448296070098,0.4734910947084427,0.7716142010688781
A+B+C,1,repo_uniform_t,80,2.0,160,20.0,1600,3000,False,True,False,full_final,0.3,0.4678540459871292,0.7732412620067596,0.5211546230316162,0.7419998741149902
A+B+C,1,repo_uniform_t,80,2.0,160,20.0,1600,3000,False,True,False,full_final,0.5,0.5287236727714538,0.7328715119361878,0.568899050951004,0.7074878251552582
A+B+C,1,repo_uniform_t,80,2.0,160,20.0,1600,3000,False,True,False,full_final,0.7,0.5922328210830688,0.6824575368881226,0.6171307229995727,0.6636673653125763
A+B+C,1,repo_uniform_t,80,2.0,160,20.0,1600,3000,False,True,False,full_final,0.9,0.6588351202011108,0.6064705076217651,0.667876273393631,0.5957287526130677
A+B+C,1,repo_uniform_t,80,2.0,160,50.0,4000,3000,False,True,False,full_final,0.1,0.42620040772438045,0.7970679804992676,0.45218680322170257,0.7818154466152191
A+B+C,1,repo_uniform_t,80,2.0,160,50.0,4000,3000,False,True,False,full_final,0.3,0.4799397038793563,0.7644421414184569,0.501082433462143,0.7510688471794128
A+B+C,1,repo_uniform_t,80,2.0,160,50.0,4000,3000,False,True,False,full_final,0.5,0.5368589493465424,0.7260716310024261,0.5520500445365906,0.7154235935211182
A+B+C,1,repo_uniform_t,80,2.0,160,50.0,4000,3000,False,True,False,full_final,0.7,0.5963902299499512,0.6776702383613586,0.6056770265102387,0.669952574968338
A+B+C,1,repo_uniform_t,80,2.0,160,50.0,4000,3000,False,True,False,full_final,0.9,0.6597594055843353,0.6040702789592743,0.6630461156368256,0.5996912574768066
A,1,repo_uniform_t,80,2.0,160,100.0,8000,3000,False,True,False,full_final,0.1,0.4306573547315598,0.7935711216831207,0.44306379854679107,0.7855234026908875
A,1,repo_uniform_t,80,2.0,160,100.0,8000,3000,False,True,False,full_final,0.3,0.4837786910772323,0.7615450308895111,0.4949837881326675,0.7541977512836456
A,1,repo_uniform_t,80,2.0,160,100.0,8000,3000,False,True,False,full_final,0.5,0.5391199977302551,0.7239308629989625,0.5471590638160706,0.7182082998752594
A,1,repo_uniform_t,80,2.0,160,100.0,8000,3000,False,True,False,full_final,0.7,0.597243588180542,0.6763937298107149,0.602856365442276,0.6719437074661255
A,1,repo_uniform_t,80,2.0,160,100.0,8000,3000,False,True,False,full_final,0.9,0.659945481004715,0.6034024411201477,0.6619155836105347,0.600806542634964
C,1,repo_uniform_t,80,4.0,320,1.0,80,6000,False,True,False,full_final,0.1,0.001275174031034112,0.9999365448951721,1.5522912907600404,0.683637444972992
C,1,repo_uniform_t,80,4.0,320,1.0,80,6000,False,True,False,full_final,0.3,0.0192689972743392,0.9942249596118927,1.4104060196876527,0.6702885472774506
C,1,repo_uniform_t,80,4.0,320,1.0,80,6000,False,True,False,full_final,0.5,0.08555615797638894,0.9671284234523775,1.2577445912361145,0.6527720499038696
C,1,repo_uniform_t,80,4.0,320,1.0,80,6000,False,True,False,full_final,0.7,0.23727242410182953,0.9007440400123595,1.087220675945282,0.6266196227073669
C,1,repo_uniform_t,80,4.0,320,1.0,80,6000,False,True,False,full_final,0.9,0.5102956902980804,0.7529118287563324,0.8676342213153839,0.5789676451683045
C,1,repo_uniform_t,80,4.0,320,2.0,160,6000,False,True,False,full_final,0.1,0.022258872538805007,0.9956013524532319,0.9421878099441529,0.7352793800830841
C,1,repo_uniform_t,80,4.0,320,2.0,160,6000,False,True,False,full_final,0.3,0.08833251312375069,0.9670397078990935,0.9167325365543365,0.7162296807765961
C,1,repo_uniform_t,80,4.0,320,2.0,160,6000,False,True,False,full_final,0.5,0.20444805204868316,0.9152331662178039,0.8831050550937652,0.6915253579616547
C,1,repo_uniform_t,80,4.0,320,2.0,160,6000,False,True,False,full_final,0.7,0.37107830107212064,0.8350434911251068,0.8384995841979981,0.65653186917305
C,1,repo_uniform_t,80,4.0,320,2.0,160,6000,False,True,False,full_final,0.9,0.5810356080532074,0.7014090156555176,0.7649324584007263,0.5957399225234985
C,1,repo_uniform_t,80,4.0,320,5.0,400,6000,False,True,False,full_final,0.1,0.12356273412704467,0.9548948669433593,0.5506902575492859,0.7891434109210969
C,1,repo_uniform_t,80,4.0,320,5.0,400,6000,False,True,False,full_final,0.3,0.22177061915397644,0.906200556755066,0.5881551563739776,0.7636493360996246
C,1,repo_uniform_t,80,4.0,320,5.0,400,6000,False,True,False,full_final,0.5,0.33944531917572024,0.8485256016254425,0.6261016321182251,0.7313606679439545
C,1,repo_uniform_t,80,4.0,320,5.0,400,6000,False,True,False,full_final,0.7,0.47302048206329345,0.7756366193294525,0.6615910971164704,0.6869663000106812
C,1,repo_uniform_t,80,4.0,320,5.0,400,6000,False,True,False,full_final,0.9,0.6188893187046051,0.6633603346347808,0.6889225697517395,0.6135162663459778
C,1,repo_uniform_t,80,4.0,320,10.0,800,6000,False,True,False,full_final,0.1,0.21537969917058944,0.9101635181903839,0.4343621063232422,0.8145295107364654
C,1,repo_uniform_t,80,4.0,320,10.0,800,6000,False,True,False,full_final,0.3,0.30261443197727206,0.8663751554489135,0.4852400881052017,0.7863206505775452
C,1,repo_uniform_t,80,4.0,320,10.0,800,6000,False,True,False,full_final,0.5,0.3982559376955032,0.8162352156639099,0.5390266740322113,0.7511432254314423
C,1,repo_uniform_t,80,4.0,320,10.0,800,6000,False,True,False,full_final,0.7,0.506022161245346,0.7521601366996765,0.5965422821044922,0.703510171175003
C,1,repo_uniform_t,80,4.0,320,10.0,800,6000,False,True,False,full_final,0.9,0.6264285004138946,0.651159657239914,0.659800021648407,0.6235214066505432
C,1,repo_uniform_t,80,4.0,320,20.0,1600,6000,False,True,False,full_final,0.1,0.27802079679965974,0.87798458237648,0.3890965700149536,0.8271454119682312
C,1,repo_uniform_t,80,4.0,320,20.0,1600,6000,False,True,False,full_final,0.3,0.3518398592710495,0.8407910257816315,0.444335578083992,0.7979794514179229
C,1,repo_uniform_t,80,4.0,320,20.0,1600,6000,False,True,False,full_final,0.5,0.43306817007064824,0.7966169840812682,0.5033235621452331,0.7620303440093994
C,1,repo_uniform_t,80,4.0,320,20.0,1600,6000,False,True,False,full_final,0.7,0.5251030390262603,0.7384784866809845,0.5696256124973297,0.7126950335502624
C,1,repo_uniform_t,80,4.0,320,20.0,1600,6000,False,True,False,full_final,0.9,0.6312578065872192,0.644628888463974,0.6471948587894439,0.6303527188301087
C,1,repo_uniform_t,80,4.0,320,50.0,4000,6000,False,True,False,full_final,0.1,0.3093640813446045,0.8609126847553252,0.35232873558998107,0.8396978282928467
C,1,repo_uniform_t,80,4.0,320,50.0,4000,6000,False,True,False,full_final,0.3,0.37334398569583893,0.8277246660709382,0.40909861981868745,0.8097091794013977
C,1,repo_uniform_t,80,4.0,320,50.0,4000,6000,False,True,False,full_final,0.5,0.44470905216217044,0.7876983826828002,0.4718711215257645,0.7730208933353424
C,1,repo_uniform_t,80,4.0,320,50.0,4000,6000,False,True,False,full_final,0.7,0.5274545105457304,0.7338463973712921,0.5447367072105408,0.7228109669685364
C,1,repo_uniform_t,80,4.0,320,50.0,4000,6000,False,True,False,full_final,0.9,0.6299491572666168,0.6431859431934356,0.6364238584041595,0.6368140316009522
B,1,repo_uniform_t,160,2.0,320,0.5,80,6000,False,True,False,full_final,0.1,0.0014943135564681144,0.9999292075634003,1.8697299361228943,0.611165577173233
B,1,repo_uniform_t,160,2.0,320,0.5,80,6000,False,True,False,full_final,0.3,0.02128428649157286,0.9936896920204162,1.6842681026458741,0.6017531251907349
B,1,repo_uniform_t,160,2.0,320,0.5,80,6000,False,True,False,full_final,0.5,0.09717549785971641,0.9627504861354828,1.477054433822632,0.5895431816577912
B,1,repo_uniform_t,160,2.0,320,0.5,80,6000,False,True,False,full_final,0.7,0.2614306798577309,0.8896847712993623,1.240274429321289,0.5722974407672882
B,1,repo_uniform_t,160,2.0,320,0.5,80,6000,False,True,False,full_final,0.9,0.529356849193573,0.7409629058837891,0.9307049918174743,0.5437065041065217
B,1,repo_uniform_t,160,2.0,320,1.0,160,6000,False,True,False,full_final,0.1,0.029900822266936307,0.9942752790451049,1.2756944227218627,0.6484788966178894
B,1,repo_uniform_t,160,2.0,320,1.0,160,6000,False,True,False,full_final,0.3,0.1096759806573391,0.9592548990249634,1.1940811562538147,0.6349432814121246
B,1,repo_uniform_t,160,2.0,320,1.0,160,6000,False,True,False,full_final,0.5,0.23882528364658356,0.8991110062599181,1.1023219084739686,0.6174262094497681
B,1,repo_uniform_t,160,2.0,320,1.0,160,6000,False,True,False,full_final,0.7,0.4116467356681824,0.8138607239723206,0.987333880662918,0.593624175786972
B,1,repo_uniform_t,160,2.0,320,1.0,160,6000,False,True,False,full_final,0.9,0.6062644708156586,0.6829663622379303,0.8229465842247009,0.5557964789867401
B,1,repo_uniform_t,160,2.0,320,2.0,320,6000,False,True,False,full_final,0.1,0.13568998098373414,0.952625937461853,0.8656893861293793,0.6907057273387909
B,1,repo_uniform_t,160,2.0,320,2.0,320,6000,False,True,False,full_final,0.3,0.2485976818203926,0.8941157722473145,0.8571163094043732,0.6707160723209381
B,1,repo_uniform_t,160,2.0,320,2.0,320,6000,False,True,False,full_final,0.5,0.37632371723651886,0.8294992089271546,0.8404837453365326,0.64687957406044
B,1,repo_uniform_t,160,2.0,320,2.0,320,6000,False,True,False,full_final,0.7,0.5118885672092438,0.7528505885601043,0.8098636794090271,0.6156949460506439
B,1,repo_uniform_t,160,2.0,320,2.0,320,6000,False,True,False,full_final,0.9,0.6413239133358002,0.6450065052509308,0.7484564876556397,0.5680451130867005
B,1,repo_uniform_t,160,2.0,320,5.0,800,6000,False,True,False,full_final,0.1,0.309987935423851,0.8653807544708252,0.5987996673583984,0.7333396673202515
B,1,repo_uniform_t,160,2.0,320,5.0,800,6000,False,True,False,full_final,0.3,0.39537775695323946,0.8184882986545563,0.6294419038295745,0.7086871111392975
B,1,repo_uniform_t,160,2.0,320,5.0,800,6000,False,True,False,full_final,0.5,0.48241758048534394,0.7676959526538849,0.6582277500629425,0.678553272485733
B,1,repo_uniform_t,160,2.0,320,5.0,800,6000,False,True,False,full_final,0.7,0.5703169691562653,0.7066583812236786,0.6806355845928193,0.640317645072937
B,1,repo_uniform_t,160,2.0,320,5.0,800,6000,False,True,False,full_final,0.9,0.6545993626117707,0.6194213557243348,0.6938396072387696,0.5822073709964752
B,1,repo_uniform_t,160,2.0,320,10.0,1600,6000,False,True,False,full_final,0.1,0.3917062662601471,0.8211317337989807,0.533088847398758,0.7511206114292145
B,1,repo_uniform_t,160,2.0,320,10.0,1600,6000,False,True,False,full_final,0.3,0.4575584789991379,0.7829338750839233,0.5712073791027069,0.7251108467578888
B,1,repo_uniform_t,160,2.0,320,10.0,1600,6000,False,True,False,full_final,0.5,0.525399427652359,0.7398222321987151,0.6101702570915222,0.6925732052326202
B,1,repo_uniform_t,160,2.0,320,10.0,1600,6000,False,True,False,full_final,0.7,0.5937886641979218,0.6867880513668061,0.6472003853321076,0.6512917685508728
B,1,repo_uniform_t,160,2.0,320,10.0,1600,6000,False,True,False,full_final,0.9,0.6613004460811616,0.608346883392334,0.6797791910171509,0.5888524162769317
B,1,repo_uniform_t,160,2.0,320,20.0,3200,6000,False,True,False,full_final,0.1,0.42475339593887335,0.8011348881244659,0.490603888630867,0.7657889521121979
B,1,repo_uniform_t,160,2.0,320,20.0,3200,6000,False,True,False,full_final,0.3,0.4817074166297913,0.7671817295074463,0.5340773665904999,0.7373677802085876
B,1,repo_uniform_t,160,2.0,320,20.0,3200,6000,False,True,False,full_final,0.5,0.5397879598140717,0.7278575525283812,0.5799729454517365,0.7035462093353272
B,1,repo_uniform_t,160,2.0,320,20.0,3200,6000,False,True,False,full_final,0.7,0.6003211920738221,0.6784606566429138,0.6252312695980072,0.6601838910579682
B,1,repo_uniform_t,160,2.0,320,20.0,3200,6000,False,True,False,full_final,0.9,0.6621198320388796,0.6042979230880737,0.6709966886043549,0.5938538455963135
B,1,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.1,0.4404913575077057,0.7902818277931214,0.46559239804744723,0.7752885389328003
B,1,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.3,0.49266930488109584,0.7583742302799226,0.5130918598175049,0.7460571336746216
B,1,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.5,0.5466493419361115,0.7211700158119202,0.561832983493805,0.7110698652267456
B,1,repo_uniform_t,160,2.0,320,50.0,8000,6000,False,True,False,full_final,0.7,0.6031646890449524,0.6739114967155456,0.6128514790534973,0.6661766993999482
