experiment,is_experiment_A,is_experiment_B,is_experiment_C,repeat,training_objective,sample_k,D,gamma,N,alpha,M_train,alpha_code,kappa,K_visible,t_mask_val,num_steps,n_mmd_samples,fast_debug,final_run,macbook_30min_run,run_mode,train_time_sec,loss_eval_time_sec,sample_time_sec,mmd_time_sec,row_time_sec,train_loss_objective,test_loss_objective,loss_gap_objective,train_loss_exactK,test_loss_exactK,loss_gap_exactK,train_loss,test_loss,loss_gap,mmd_biased_mixture,mmd2_biased_mixture,mmd2_unbiased_mixture_raw,mmd_biased_multiscale,mmd2_biased_multiscale,mmd2_unbiased_multiscale_raw,baseline_mmd_biased_mixture,baseline_mmd2_biased_mixture,baseline_mmd2_unbiased_mixture_raw,baseline_mmd_biased_multiscale,baseline_mmd2_biased_multiscale,baseline_mmd2_unbiased_multiscale_raw,train_true_mmd_biased_mixture,train_true_mmd2_biased_mixture,train_true_mmd2_unbiased_mixture_raw,train_true_mmd_biased_multiscale,train_true_mmd2_biased_multiscale,train_true_mmd2_unbiased_multiscale_raw,model_train_mmd_biased_mixture,model_train_mmd2_biased_mixture,model_train_mmd2_unbiased_mixture_raw,model_train_mmd_biased_multiscale,model_train_mmd2_biased_multiscale,model_train_mmd2_unbiased_multiscale_raw,train_empirical_mmd_biased_multiscale,nearest_train_q1_excess_over_true,model_nearest_train_q1_mean,model_nearest_train_q1_std,model_nearest_train_q2_mean,model_nearest_train_q1_q2_gap_mean,true_nearest_train_q1_mean,true_nearest_train_q1_std,true_nearest_train_q2_mean,true_nearest_train_q1_q2_gap_mean,nearest_train_q1_mean,nearest_train_q1_std,nearest_train_q2_mean,nearest_train_q1_q2_gap_mean,corr_relerr_fresh_true,corr_relerr_model_true,initial_100_train_loss_mean,final_100_train_loss_mean,loss_decrease_ratio,mmd_biased_lambda_0_5,mmd2_biased_lambda_0_5,mmd2_unbiased_lambda_0_5_raw,baseline_mmd_biased_lambda_0_5,baseline_mmd2_biased_lambda_0_5,baseline_mmd2_unbiased_lambda_0_5_raw,train_true_mmd_biased_lambda_0_5,train_true_mmd2_biased_lambda_0_5,train_true_mmd2_unbiased_lambda_0_5_raw,model_train_mmd_biased_lambda_0_5,model_train_mmd2_biased_lambda_0_5,model_train_mmd2_unbiased_lambda_0_5_raw,mmd_biased_lambda_1,mmd2_biased_lambda_1,mmd2_unbiased_lambda_1_raw,baseline_mmd_biased_lambda_1,baseline_mmd2_biased_lambda_1,baseline_mmd2_unbiased_lambda_1_raw,train_true_mmd_biased_lambda_1,train_true_mmd2_biased_lambda_1,train_true_mmd2_unbiased_lambda_1_raw,model_train_mmd_biased_lambda_1,model_train_mmd2_biased_lambda_1,model_train_mmd2_unbiased_lambda_1_raw,mmd_biased_lambda_2,mmd2_biased_lambda_2,mmd2_unbiased_lambda_2_raw,baseline_mmd_biased_lambda_2,baseline_mmd2_biased_lambda_2,baseline_mmd2_unbiased_lambda_2_raw,train_true_mmd_biased_lambda_2,train_true_mmd2_biased_lambda_2,train_true_mmd2_unbiased_lambda_2_raw,model_train_mmd_biased_lambda_2,model_train_mmd2_biased_lambda_2,model_train_mmd2_unbiased_lambda_2_raw,mmd_biased_lambda_4,mmd2_biased_lambda_4,mmd2_unbiased_lambda_4_raw,baseline_mmd_biased_lambda_4,baseline_mmd2_biased_lambda_4,baseline_mmd2_unbiased_lambda_4_raw,train_true_mmd_biased_lambda_4,train_true_mmd2_biased_lambda_4,train_true_mmd2_unbiased_lambda_4_raw,model_train_mmd_biased_lambda_4,model_train_mmd2_biased_lambda_4,model_train_mmd2_unbiased_lambda_4_raw,mmd_biased_lambda_8,mmd2_biased_lambda_8,mmd2_unbiased_lambda_8_raw,baseline_mmd_biased_lambda_8,baseline_mmd2_biased_lambda_8,baseline_mmd2_unbiased_lambda_8_raw,train_true_mmd_biased_lambda_8,train_true_mmd2_biased_lambda_8,train_true_mmd2_unbiased_lambda_8_raw,model_train_mmd_biased_lambda_8,model_train_mmd2_biased_lambda_8,model_train_mmd2_unbiased_lambda_8_raw,mmd_biased_lambda_16,mmd2_biased_lambda_16,mmd2_unbiased_lambda_16_raw,baseline_mmd_biased_lambda_16,baseline_mmd2_biased_lambda_16,baseline_mmd2_unbiased_lambda_16_raw,train_true_mmd_biased_lambda_16,train_true_mmd2_biased_lambda_16,train_true_mmd2_unbiased_lambda_16_raw,model_train_mmd_biased_lambda_16,model_train_mmd2_biased_lambda_16,model_train_mmd2_unbiased_lambda_16_raw
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,0.5,20,0.25,0.5,20,0.75,1500,10000,False,True,False,full_final,0.5296470829925966,0.5109755830053473,12.291954416999944,1.90020404200186,15.252786375000142,0.1926554888486862,1.129153847694397,0.9364983588457108,0.3027885556221008,0.9594264030456544,0.6566378474235535,0.1926554888486862,1.129153847694397,0.9364983588457108,0.0581215203887841,0.0033781111323038,0.0032424929276298,0.0581215203887841,0.0033781111323038,0.0032424929276298,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.1824278793661865,0.0332799311700439,0.0331473420458275,0.1824278793661865,0.0332799311700439,0.0331473420458275,0.1662074028395456,0.027624900758667,0.0274925483216471,0.1662074028395456,0.027624900758667,0.0274925483216471,0.1662074028395456,0.1618150174617767,0.4448075294494629,0.1202634498476982,0.3204950094223022,0.1243124976754188,0.2829925119876861,0.0758189111948013,0.2150150090456009,0.0679775029420852,0.4448075294494629,0.1202634498476982,0.3204950094223022,0.1243124976754188,0.0956950187683105,1.529472827911377,0.5276694792509079,0.1814265755563974,0.3438261690138965,0.0259094155182987,0.0006712978124998,0.0006272172542878,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.1027312361212494,0.0105537068749999,0.0105105922267225,0.0981179408288829,0.0096271303125001,0.0095840590569056,0.044675730967719,0.0019959209375,0.0019177194795103,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.1369784255366512,0.0187630890624999,0.0186865532222595,0.1254931223215037,0.0157485237499999,0.0156721243333082,0.0691069822810975,0.0047757749999999,0.0046505474289928,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.173769176549669,0.03019572671875,0.0300730854786729,0.1503927924843808,0.02261799203125,0.0224956866042854,0.0852385288286643,0.007265606796875,0.0070944750693819,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.2042344522463705,0.041711711484375,0.0415441453287047,0.1723002625324464,0.0296873804687499,0.0295203321855154,0.0686813559297116,0.0047171286523437,0.0045218706720711,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.2199887358178112,0.0483950438867187,0.0482042434658075,0.1996442806319843,0.0398578387890625,0.0396673745275308,0.0290333875840297,0.0008429375946044,0.000643127661535,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.22374161211746,0.0500603089929199,0.0498654325527977,0.2195689850603665,0.0482105392004394,0.0480157132223373
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,1.0,40,0.5,0.5,20,0.75,1500,10000,False,True,False,full_final,0.5339614590047859,0.5335677920083981,12.193757000000916,1.907952749999822,15.17943375102186,0.2766074240207672,0.9378819465637208,0.6612745225429535,0.4388588070869446,0.8512709140777588,0.4124121069908142,0.2766074240207672,0.9378819465637208,0.6612745225429535,0.043024969011909,0.0018511479584757,0.0017153974217222,0.043024969011909,0.0018511479584757,0.0017153974217222,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.1266495494643254,0.0160401083795166,0.0159058532003238,0.1266495494643254,0.0160401083795166,0.0159058532003238,0.1157118021724994,0.0133892211620076,0.013255075598772,0.1157118021724994,0.0133892211620076,0.013255075598772,0.1157118021724994,0.1004225313663482,0.4269799888134002,0.0863094702363014,0.3452075123786926,0.0817724987864494,0.326557457447052,0.0700678452849388,0.2675549983978271,0.0590025037527084,0.4269799888134002,0.0863094702363014,0.3452075123786926,0.0817724987864494,0.094289481639862,1.1433477401733398,0.5795885533094406,0.2845226673781871,0.4909045662713103,0.0191164523382362,0.00036543875,0.0003213311982448,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.0681340911365227,0.0046422543749999,0.0045985916875437,0.0650370951842102,0.00422982375,0.0041861821406516,0.0329945592105719,0.0010886409374999,0.0010103605915592,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.0916797602391067,0.0084051784375001,0.0083276784162793,0.0835129256462727,0.0069744087499998,0.0068969736688042,0.0510641141115748,0.0026075437499999,0.0024821290716884,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.1180800456787681,0.0139428971874999,0.0138187289490512,0.101250080246882,0.01025157875,0.0101275685246337,0.0629684097385346,0.0039650206249999,0.0037936045016376,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.1416253039493649,0.02005772671875,0.0198880865993786,0.1192050970229461,0.01420985515625,0.0140404559708314,0.0507025244571522,0.0025707459863281,0.0023753014246209,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.1551082283439534,0.0240585625,0.0238653676652255,0.1419825321081017,0.0201590394238281,0.0199659967004005,0.022572055777584,0.0005094977020263,0.0003096577425821,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.1585371598659116,0.0251340310583496,0.0249366658844643,0.1565586827421838,0.0245106211419677,0.0243132765873108
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,2.0,80,1.0,0.5,20,0.75,1500,10000,False,True,False,full_final,0.6834016659995541,0.5614627080067294,12.128347875011968,1.973804541004938,15.35723104099452,0.3777292966842651,0.7694513201713562,0.391722023487091,0.5280296206474304,0.7590498924255371,0.2310202717781067,0.3777292966842651,0.7694513201713562,0.391722023487091,0.0327886076875449,0.0010750927940877,0.0009392695938181,0.0327886076875449,0.0010750927940877,0.0009392695938181,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0903666931285513,0.0081661392269897,0.0080310825512265,0.0903666931285513,0.0081661392269897,0.0080310825512265,0.0824178971862987,0.0067927097766113,0.0066576918701362,0.0824178971862987,0.0067927097766113,0.0066576918701362,0.0824178971862987,0.0526299774646759,0.4162899851799011,0.0704095661640167,0.3550049662590027,0.0612849965691566,0.3636600077152252,0.0636744424700737,0.3114000260829925,0.0522599965333938,0.4162899851799011,0.0704095661640167,0.3550049662590027,0.0612849965691566,0.0960476174950599,0.8450338840484619,0.5996385303139686,0.3774756151437759,0.629505270360347,0.0147221453090256,0.0002167415625,0.0001726202657141,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.0490751018847668,0.0024083656250002,0.0023644713783255,0.0458794718528874,0.0021049259374998,0.0020610390190267,0.025100877723696,0.0006300540624999,0.0005517310399789,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.0659403873775385,0.0043481346874998,0.0042702142186092,0.0590786763561947,0.00349029,0.0034123924729971,0.0386138616626202,0.0014910303124999,0.0013655113465096,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.0847000332054246,0.007174095625,0.0070492276241374,0.07198383499092,0.0051816725,0.005056860729604,0.0475491061955954,0.0022609175,0.0020893417736617,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.1011527800995849,0.0102318849218749,0.010061237435556,0.0852247767854218,0.0072632625781249,0.0070927008643208,0.0386126743835088,0.0014909386230468,0.0012953925159547,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.1103021412009559,0.0121665623535156,0.0119721658937573,0.1015137861057858,0.0103050487695312,0.0101107057933527,0.0189967024501488,0.0003608747039794,0.0001610206210895,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.1125512867498539,0.0126677921490478,0.0124691787569735,0.1114049320026349,0.0124110588745117,0.0122124523415161
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,5.0,200,2.5,0.5,20,0.75,1500,10000,False,True,False,full_final,1.054286124999635,0.6855087919975631,12.133210207990489,1.940576708992012,15.821373874990968,0.471567302942276,0.6285481452941895,0.1569808423519134,0.5792528390884399,0.668150007724762,0.088897168636322,0.471567302942276,0.6285481452941895,0.1569808423519134,0.0238799215786414,0.000570250654602,0.0004343894743478,0.0238799215786414,0.000570250654602,0.0004343894743478,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0597286414063473,0.003567510604248,0.0034320009504143,0.0597286414063473,0.003567510604248,0.0034320009504143,0.0555869526829222,0.0030899093085734,0.0029543956997406,0.0555869526829222,0.0030899093085734,0.0029543956997406,0.0555869526829222,0.0190000236034393,0.4253700077533722,0.0609209239482879,0.3764649927616119,0.0489049963653087,0.4063699841499328,0.0587432384490966,0.3609300255775451,0.0454399995505809,0.4253700077533722,0.0609209239482879,0.3764649927616119,0.0489049963653087,0.0942374467849731,0.5852922201156616,0.6102748423814773,0.4688755577802658,0.7683022881142721,0.0110090871556152,0.0001211999999999,7.707243749366377e-05,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.0344784080984035,0.001188760625,0.0011447498541101,0.0333902118891182,0.0011149062500002,0.0010708941205996,0.0181878651166116,0.0003307984375,0.0002524539987749,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.045811307965391,0.0020986759374999,0.002020539377125,0.0428424730845456,0.0018354775,0.0017573378728499,0.0275224737714485,0.0007574865625,0.0006319129106034,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.0577271207384356,0.0033324204687499,0.0032071800538178,0.0514594363916858,0.0026480735937499,0.0025228271204307,0.0338041267358737,0.001142718984375,0.0009710581778333,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.0670865928297151,0.0045006109374999,0.0043294007485123,0.0585314158433317,0.003425926640625,0.0032547083526633,0.0282168379058718,0.0007961899414062,0.0006005902891812,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.0713263588226023,0.0050874494628906,0.0048923494484702,0.0663804975801204,0.0044063704589843,0.0042112658279265,0.0165260401134408,0.000273110001831,7.32490322005834e-05,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.0720912352082252,0.0051971461938476,0.0049977862204501,0.071475180364103,0.005108701408081,0.0049093409039734
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,10.0,400,5.0,0.5,20,0.75,1500,10000,False,True,False,full_final,1.7010246660065604,0.722946875001071,12.236068708007224,1.9138890409958549,16.58449316601036,0.5029105544090271,0.5804392099380493,0.0775286555290222,0.5918077826499939,0.6363106966018677,0.0445029139518737,0.5029105544090271,0.5804392099380493,0.0775286555290222,0.0189805872636003,0.0003602626928711,0.0002243849993814,0.0189805872636003,0.0003602626928711,0.0002243849993814,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0440842803214937,0.001943423771464,0.0018077484974101,0.0440842803214937,0.001943423771464,0.0018077484974101,0.0415695666523407,0.0017280288716633,0.0015923368032768,0.0415695666523407,0.0017280288716633,0.0015923368032768,0.0415695666523407,0.0047274827957153,0.4409500062465668,0.056493729352951,0.3977200090885162,0.0432299971580505,0.4362225234508514,0.0554080307483673,0.3940800428390503,0.0421424992382526,0.4409500062465668,0.056493729352951,0.3977200090885162,0.0432299971580505,0.0937202125787735,0.4334767162799835,0.6049483209848404,0.5039688211679458,0.8330774773413661,0.0087682488274527,7.688218750012688e-05,3.2750655815760865e-05,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.026550941602889,0.0007049525,0.0006608920667692,0.0260046450177636,0.0006762415624999,0.0006321781238123,0.0141600119173712,0.0002005059375,0.0001221507012576,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.0350264096789845,0.001226849375,0.001148622961296,0.0333642913531824,0.0011131759375,0.0010349397286604,0.021183495196735,0.00044874046875,0.000323142357267,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.0435688158979558,0.0018982417187499,0.0017728529652965,0.0398832789211212,0.0015906759374999,0.0014652627270852,0.0261017929221349,0.00068130359375,0.000509607088412,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.0496279548868379,0.00246293390625,0.0022915136473334,0.0444090344834249,0.00197216234375,0.0018007045610655,0.0226936439253235,0.0005150014746093,0.0003193802792369,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.0517158142104823,0.0026745254394531,0.0024791805195675,0.0486087957013054,0.0023628150195312,0.0021674469305602,0.0154642327684624,0.0002391424951171,3.92789142992058e-05,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.0518945053867078,0.002693039689331,0.0024934288241979,0.0515082753467752,0.0026531024291992,0.0024534887484774
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,20.0,800,10.0,0.5,20,0.75,1500,10000,False,True,False,full_final,1.6252912079944508,0.8924923340091482,12.321892541003765,1.9113262500031851,16.762447583998437,0.5221399664878845,0.5622573494911194,0.0401173830032348,0.6022729873657227,0.6227507591247559,0.0204777717590332,0.5221399664878845,0.5622573494911194,0.0401173830032348,0.0173029524207739,0.0002993921624755,0.0001635055207628,0.0173029524207739,0.0002993921624755,0.0001635055207628,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0331567114540177,0.0010993675144449,0.0009635973257974,0.0331567114540177,0.0010993675144449,0.0009635973257974,0.0311923764704436,0.0009729643498738,0.0008371663812101,0.0311923764704436,0.0009729643498738,0.0008371663812101,0.0311923764704436,-0.0077825784683227,0.456622451543808,0.0523806177079677,0.4186925292015075,0.0379300005733966,0.4644050300121307,0.05264762789011,0.4250875115394592,0.0393174961209297,0.456622451543808,0.0523806177079677,0.4186925292015075,0.0379300005733966,0.0937978774309158,0.354650467634201,0.6206677144765854,0.5222247159481048,0.8413917846339108,0.0087517855320956,7.659374999979818e-05,3.246122849787092e-05,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.0205213760503491,0.0004211268749998,0.000377032210471,0.0193446051911125,0.00037421375,0.0003301138310707,0.0133150173676222,0.0001772896875,9.892993043059128e-05,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.026982407463012,0.0007280503125,0.0006497632487625,0.0250174813880226,0.000625874375,0.0005475707762025,0.0190964165486614,0.0003646731249999,0.0002390622116585,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.0333357236122173,0.0011112704687501,0.0009857858653365,0.0302608064375373,0.0009157164062501,0.0007901912058394,0.0230868976640435,0.00053300484375,0.0003612876008851,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.0374864610976421,0.001405234765625,0.0012336897505219,0.0339106627312855,0.0011499330468749,0.0009783262594696,0.0204386027989929,0.000417736484375,0.0002221022217319,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.038393096939139,0.0014740298925781,0.0012785555746922,0.036487268889513,0.0013313207910156,0.001135808527464,0.0150683470967626,0.0002270550842285,2.7189931372714792e-05,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.0381640245809688,0.0014564927722167,0.0012567573050005,0.037956919396897,0.0014407277301025,0.0012409876872141
B,False,True,False,0,repo_uniform_t,1,40,2.0,80,50.0,2000,25.0,0.5,20,0.75,1500,10000,False,True,False,full_final,1.8888109999970768,1.4201017079903977,12.231493041996146,1.9599893340055132,17.526742540983832,0.529841845035553,0.5475229024887085,0.0176810574531555,0.6048373174667359,0.6140486598014832,0.0092113423347472,0.529841845035553,0.5475229024887085,0.0176810574531555,0.0156078394501958,0.000243604652303,0.0001077134971384,0.0156078394501958,0.000243604652303,0.0001077134971384,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0113054257940359,0.0001278126523844,-8.046964668289528e-06,0.0224072686096238,0.0005020856865438,0.0003662602726191,0.0224072686096238,0.0005020856865438,0.0003662602726191,0.0218049132850263,0.0004754542433675,0.0003395982740278,0.0218049132850263,0.0004754542433675,0.0003395982740278,0.0218049132850263,-0.0139449834823608,0.4856474995613098,0.0489559285342693,0.4512374997138977,0.0344099961221218,0.4995924830436706,0.0498349256813526,0.4633799791336059,0.0362124964594841,0.4856474995613098,0.0489559285342693,0.4512374997138977,0.0344099961221218,0.0942851677536964,0.28765669465065,0.6174274814128876,0.5303993791341781,0.859047248626577,0.0083629390766675,6.993875000005367e-05,2.5805251275157204e-05,0.0060617654194186,3.67450000000602e-05,-7.382696457058913e-06,0.0132542446031508,0.0001756750000001,0.0001315590255901,0.0126014632086948,0.000158796875,0.0001146749639964,0.0121889806792859,0.00014857125,7.02086636164001e-05,0.0081717309977772,6.677718750003336e-05,-1.156681336889065e-05,0.0175758890244604,0.0003089118750001,0.0002305883714621,0.0167065294121784,0.0002791081249999,0.0002007662444993,0.0168759907116624,0.0002847990625001,0.000159181502869,0.0105464004522849,0.0001112265624999,-1.4344981123182166e-05,0.0220402472762906,0.0004857725,0.0003602330560555,0.0209993229057511,0.0004409715625,0.0003153873722372,0.0201101264913974,0.0004044171875,0.0002326900506769,0.0126670925778184,0.000160455234375,-1.1201594909526769e-05,0.0253358225887766,0.0006419039062499,0.0004702898772377,0.0244038451119894,0.0005955476562499,0.0004238658421154,0.0183493275698491,0.0003366978222656,0.0001410575460046,0.0138565142904432,0.0001920029882812,-3.594003330012474e-06,0.0264717768709077,0.0007007549707031,0.0005052063633863,0.0260796039499739,0.0006801457421874,0.0004845556263048,0.0147378370717257,0.0002172038415527,1.7337968388391476e-05,0.0141304260958539,0.0001996689416503,-1.9169882106619826e-07,0.0264479841823449,0.0006994958673095,0.0004996849419827,0.0264226323304014,0.0006981554992675,0.0004983395950135
C,False,False,True,0,repo_uniform_t,1,80,1.0,80,1.0,80,1.0,0.5,40,0.5,1500,10000,False,True,False,full_final,0.7085937499941792,0.5605433749879012,12.253323124998133,1.9208984579890969,15.457717583980411,0.4130576848983764,0.9007778763771056,0.4877201914787292,0.4068316519260406,0.9183389544487,0.5115073025226593,0.4130576848983764,0.9007778763771056,0.4877201914787292,0.0334785280517995,0.0011208118405151,0.000984883929806,0.0334785280517995,0.0011208118405151,0.000984883929806,0.0115913992358425,0.0001343605362446,-1.637401440550766e-06,0.0115913992358425,0.0001343605362446,-1.637401440550766e-06,0.0968686400487074,0.009383533424886,0.009248463717442,0.0968686400487074,0.009383533424886,0.009248463717442,0.0897509589914925,0.0080552346398925,0.0079202339410422,0.0897509589914925,0.0080552346398925,0.0079202339410422,0.0897509589914925,0.0694724917411804,0.3867999911308288,0.0673170685768127,0.3283250331878662,0.0584749951958656,0.3173274993896484,0.0579948835074901,0.2702575027942657,0.0470700003206729,0.3867999911308288,0.0673170685768127,0.3283250331878662,0.0584749951958656,0.1393826901912689,1.2526624202728271,0.6262115919589997,0.4143627688288688,0.6616976979499904,0.0150821914853244,0.0002274724999999,0.000183331240499,0.0064982209103719,4.2226874999995445e-05,-1.9276673917101306e-06,0.0593302436578509,0.0035200778124999,0.0034762752759025,0.0576820623114335,0.0033272203125001,0.0032834306104359,0.0257639949833065,0.0006637834374998,0.000585397897727,0.0086948619885542,7.56006250000052e-05,-2.826742674377769e-06,0.0780763408466351,0.0060959149999999,0.0060180957640765,0.0733057189958597,0.0053737284374999,0.0052959501221996,0.0396511388550201,0.0015722128125,0.0014465407307605,0.0110792951603386,0.0001227507812499,-3.0239878675564213e-06,0.0966715751268177,0.0093453934374999,0.0092205472180342,0.0862137895002876,0.0074328174999999,0.0073080723528602,0.048720643404516,0.00237370109375,0.0022018927057861,0.0130473177320083,0.0001702324999999,-1.731885719835624e-06,0.1092649421274956,0.0119388275781249,0.0117680431382825,0.0944584031300286,0.0089223899218749,0.0087517594958401,0.0391639074964517,0.0015338116503906,0.0013381227605026,0.0139818339171764,0.0001954916796875,-2.923885865091514e-07,0.1127859313416072,0.0127206663085937,0.0125261348801032,0.1040643985844072,0.0108293990527343,0.0106349617525404,0.0188119522897065,0.0003538895489501,0.0001540182435605,0.0141372117664963,0.0001998607565307,-2.1736403315502154e-08,0.1126069287948022,0.0126803204125976,0.0124816860282532,0.1115609815963721,0.012445852614746,0.0122472293123771
C,False,False,True,0,repo_uniform_t,1,80,1.0,80,2.0,160,2.0,0.5,40,0.5,1500,10000,False,True,False,full_final,0.9337824579997688,0.6156018750043586,12.216993000009095,1.9451262920047157,15.72685404100048,0.5018516182899475,0.754370927810669,0.2525193095207214,0.5034887790679932,0.7642508149147034,0.2607620358467102,0.5018516182899475,0.754370927810669,0.2525193095207214,0.0268978236058961,0.0007234929147339,0.0005875302223756,0.0268978236058961,0.0007234929147339,0.0005875302223756,0.0115913992358425,0.0001343605362446,-1.637401440550766e-06,0.0115913992358425,0.0001343605362446,-1.637401440550766e-06,0.0678493976061214,0.0046035407555135,0.0044679857796308,0.0678493976061214,0.0046035407555135,0.0044679857796308,0.0614799745685475,0.0037797872729492,0.0036442674238445,0.0614799745685475,0.0037797872729492,0.0036442674238445,0.0614799745685475,0.0418625175952911,0.3891924917697906,0.0571081116795539,0.3413074612617492,0.0478850007057189,0.3473299741744995,0.0532790273427963,0.3053149878978729,0.0420149974524974,0.3891924917697906,0.0571081116795539,0.3413074612617492,0.0478850007057189,0.1386696994304657,0.9656246900558472,0.640941002368927,0.5044522079825401,0.7870493635421631,0.0127465436491688,0.0001624743750001,0.0001183271694045,0.0064982209103719,4.2226874999995445e-05,-1.9276673917101306e-06,0.0401088674734181,0.0016087212500002,0.0015647204928619,0.0370939937860592,0.0013759643750002,0.0013319706298129,0.0209479563442361,0.000438816875,0.0003604113698869,0.0086948619885542,7.56006250000052e-05,-2.826742674377769e-06,0.0531809117541252,0.002828209375,0.0027500524354311,0.0474032633370327,0.002247069375,0.0021689338730748,0.0315453641602053,0.0009951099999999,0.0008693873774251,0.0110792951603386,0.0001227507812499,-3.0239878675564213e-06,0.0666781694503533,0.00444597828125,0.0043206290525927,0.0565972434730697,0.0032032479687499,0.0030779505706507,0.0384388516022518,0.0014775453124999,0.0013056588674492,0.0130473177320083,0.0001702324999999,-1.731885719835624e-06,0.0766295553295202,0.00587208875,0.0057006881252031,0.0642179954335232,0.0041239509375,0.0039526283332864,0.0312967347413233,0.0009794856054687,0.0007837483966443,0.0139818339171764,0.0001954916796875,-2.923885865091514e-07,0.0801291728145092,0.0064206843359374,0.0062255201232623,0.073478336119609,0.0053990658789062,0.0052039487577312,0.0169565716002548,0.0002875253204345,8.764815344394555e-05,0.0141372117664963,0.0001998607565307,-2.1736403315502154e-08,0.0802842608541272,0.0064455625408935,0.0062463044484338,0.0795576841200085,0.006329425102539,0.0061301723785113
