decoding,alpha,t0,frac_masked,frac_correct,frac_errors
fair,1.0,0.8,0.7998046875,0.6814355254173279,0.31856444478034973
fair,1.0,0.8200000000000001,0.8203125,0.6683984398841858,0.3316015601158142
fair,1.0,0.84,0.83984375,0.653857409954071,0.34614259004592896
fair,1.0,0.86,0.8603515625,0.6352734565734863,0.36472657322883606
fair,1.0,0.88,0.8798828125,0.6223925948143005,0.37760743498802185
fair,1.0,0.9,0.900390625,0.6031543016433716,0.3968456983566284
fair,1.0,0.92,0.919921875,0.5842968821525574,0.4157031178474426
fair,1.0,0.9400000000000001,0.9404296875,0.564746081829071,0.43525391817092896
fair,1.0,0.96,0.9599609375,0.5473339557647705,0.4526660144329071
fair,1.0,0.98,0.98046875,0.5243750214576721,0.47562500834465027
fair,1.0,1.0,1.0,0.49825194478034973,0.5017480254173279
fair,1.5,0.0,0.0,1.0,0.0
fair,1.5,0.02,0.01953125,0.9951562285423279,0.004843750037252903
fair,1.5,0.04,0.0400390625,0.990429699420929,0.009570312686264515
fair,1.5,0.06,0.0595703125,0.9853613376617432,0.014638671651482582
fair,1.5,0.08,0.080078125,0.9801172018051147,0.019882813096046448
fair,1.5,0.1,0.099609375,0.974902331829071,0.02509765699505806
fair,1.5,0.12,0.1201171875,0.9688476324081421,0.03115234337747097
fair,1.5,0.14,0.1396484375,0.9633398652076721,0.03666015714406967
fair,1.5,0.16,0.16015625,0.9570702910423279,0.04292968660593033
fair,1.5,0.18,0.1796875,0.9519433379173279,0.04805663973093033
fair,1.5,0.2,0.2001953125,0.9457910060882568,0.05420898273587227
fair,1.5,0.22,0.2197265625,0.9385058879852295,0.061494141817092896
fair,1.5,0.24,0.240234375,0.9321679472923279,0.06783203035593033
fair,1.5,0.26,0.259765625,0.9258398413658142,0.07416015863418579
fair,1.5,0.28,0.2802734375,0.9165234565734863,0.08347656577825546
fair,1.5,0.3,0.2998046875,0.909863293170929,0.09013672173023224
fair,1.5,0.32,0.3203125,0.9018261432647705,0.0981738269329071
fair,1.5,0.34,0.33984375,0.895312488079071,0.10468749701976776
fair,1.5,0.36,0.3603515625,0.888427734375,0.111572265625
fair,1.5,0.38,0.3798828125,0.8773144483566284,0.12268554419279099
fair,1.5,0.4,0.400390625,0.8692773580551147,0.13072265684604645
fair,1.5,0.42,0.419921875,0.8610742092132568,0.13892577588558197
fair,1.5,0.44,0.4404296875,0.8534179925918579,0.14658203721046448
fair,1.5,0.46,0.4599609375,0.8436328172683716,0.15636718273162842
fair,1.5,0.48,0.48046875,0.8348827958106995,0.16511718928813934
fair,1.5,0.5,0.5,0.8258301019668579,0.17416992783546448
fair,1.5,0.52,0.51953125,0.8177539110183716,0.18224608898162842
fair,1.5,0.54,0.5400390625,0.8063671588897705,0.1936328113079071
fair,1.5,0.56,0.5595703125,0.7998046875,0.2001953125
fair,1.5,0.58,0.580078125,0.7861230373382568,0.21387694776058197
