decoding,alpha,t0,frac_masked,frac_correct,frac_errors
fair,0.05,0.0,0.0,1.0,0.0
fair,0.05,0.02,0.01953125,0.9996357560157776,0.00036425780854187906
fair,0.05,0.04,0.0400390625,0.9992402195930481,0.0007597656222060323
fair,0.05,0.06,0.0595703125,0.9987021684646606,0.0012978515587747097
fair,0.05,0.08,0.080078125,0.9980322122573853,0.001967773539945483
fair,0.05,0.1,0.099609375,0.9973964691162109,0.0026035155169665813
fair,0.05,0.12,0.1201171875,0.9965654015541077,0.003434570273384452
fair,0.05,0.14,0.1396484375,0.995480477809906,0.004519531037658453
fair,0.05,0.16,0.16015625,0.9946679472923279,0.005332031287252903
fair,0.05,0.18,0.1796875,0.9933369159698486,0.006663085892796516
fair,0.05,0.2,0.2001953125,0.9920585751533508,0.007941406220197678
fair,0.05,0.22,0.2197265625,0.990475594997406,0.00952441431581974
fair,0.05,0.24,0.240234375,0.9887480735778809,0.011251953430473804
fair,0.05,0.26,0.259765625,0.986740231513977,0.013259765692055225
fair,0.05,0.28,0.2802734375,0.9850019812583923,0.014998046681284904
fair,0.05,0.3,0.2998046875,0.9823974370956421,0.01760253868997097
fair,0.05,0.32,0.3203125,0.9796699285507202,0.020330078899860382
fair,0.05,0.34,0.33984375,0.9770234227180481,0.02297656238079071
fair,0.05,0.36,0.3603515625,0.9735488295555115,0.026451172307133675
fair,0.05,0.38,0.3798828125,0.970217764377594,0.02978222630918026
fair,0.05,0.4,0.400390625,0.9659101366996765,0.034089844673871994
fair,0.05,0.42,0.419921875,0.9618877172470093,0.03811230510473251
fair,0.05,0.44,0.4404296875,0.9567714929580688,0.04322851449251175
fair,0.05,0.46,0.4599609375,0.9517353773117065,0.048264648765325546
fair,0.05,0.48,0.48046875,0.9452988505363464,0.054701171815395355
fair,0.05,0.5,0.5,0.9397246241569519,0.06027539074420929
fair,0.05,0.52,0.51953125,0.9328603744506836,0.0671396479010582
fair,0.05,0.54,0.5400390625,0.9249648451805115,0.07503515481948853
fair,0.05,0.56,0.5595703125,0.9173154234886169,0.08268456906080246
fair,0.05,0.58,0.580078125,0.9084658026695251,0.09153418242931366
fair,0.05,0.6,0.599609375,0.8987646698951721,0.10123535245656967
fair,0.05,0.62,0.6201171875,0.8879179954528809,0.11208203434944153
fair,0.05,0.64,0.6396484375,0.876961886882782,0.12303808331489563
fair,0.05,0.66,0.66015625,0.864916980266571,0.13508300483226776
fair,0.05,0.68,0.6796875,0.852734386920929,0.14726562798023224
fair,0.05,0.7000000000000001,0.7001953125,0.8387734293937683,0.1612265557050705
fair,0.05,0.72,0.7197265625,0.8239111304283142,0.1760888695716858
fair,0.05,0.74,0.740234375,0.8084970712661743,0.19150292873382568
fair,0.05,0.76,0.759765625,0.7920273542404175,0.2079726606607437
fair,0.05,0.78,0.7802734375,0.7742304801940918,0.2257695347070694
fair,0.05,0.8,0.7998046875,0.756033182144165,0.24396680295467377
fair,0.05,0.8200000000000001,0.8203125,0.7354404330253601,0.2645595669746399
fair,0.05,0.84,0.83984375,0.7154150605201721,0.28458496928215027
fair,0.05,0.86,0.8603515625,0.6928935647010803,0.3071064352989197
fair,0.05,0.88,0.8798828125,0.6704814434051514,0.32951855659484863
fair,0.05,0.9,0.900390625,0.6464013457298279,0.35359862446784973
fair,0.05,0.92,0.919921875,0.6231259703636169,0.37687402963638306
fair,0.05,0.9400000000000001,0.9404296875,0.5951758027076721,0.40482422709465027
fair,0.05,0.96,0.9599609375,0.5694130659103394,0.43058690428733826
fair,0.05,0.98,0.98046875,0.5403252243995667,0.45967480540275574
fair,0.05,1.0,1.0,0.5118007659912109,0.4881992042064667
